Parole,Genre,Titre + artiste
"155 ContributorsCome and See Me Lyrics
Doesn't make sense now
Shit just got real, things are gettin' intense now
I hear you talkin' 'bout ""We"" a lot, oh, you speak French now?
Giving me the signs so I gotta take a hint now
I hit you up like ""Do you wanna hang right now?""
On the East Side and you know I'm with the gang right now
You say do I own a watch, do I know what time it is right now
It's after 2AM and that's askin' a lot of you right now
All she talkin' bout is, ""Come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me""
All she ever say is, ""Come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me""
I been up for two whole days thinkin' what I did to keep you goin'
Thumbin' through the voicemails that you left me tellin' me where I went wrong
I'll admit I'm sorry when I feel I'm truly sorry
Things change, people change, feelings change too
Never thought the circumstances woulda changed you
You said you never traded, no (Yeah, you said that)
And I believed you when they told me don't
(Yeah, I thought you meant that)
But either way you're still invited and I can't even lie to you
Swear these days all you say is, ""Come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me""
All she hit me with is, ""Come and see me for once
Come and see me for once, oh
You don't ever come to me, you don't ever come to me""
Why you gotta start, girl, why you gotta start?
I know we make time for the things that we want
I know you got another nigga tryna play the part
Just 'cause he got a heart don't mean he got heart
Could be standin' in a field, and he still ain't in the field
If anything should change then I thought we had a deal
Lately you keep questionin' what you get out the deal
Doin' things to make me feel the way I make you feel
How hard is it to let you know when I'm comin' home?
That way you can be prepared
Maybe take a couple sick days and not miss pay
I don't even know what things are looking like inside of your place
Or how it's decorated
This thing is gettin' one-sided, I can't even lie to you right now
Yeah
All she talkin' bout is, ""Come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me""
All she hit me with is, ""Come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me""",rnb,PARTYNEXTDOOR_ft._Drake_Come_and_See_Me_3.txt
"83 ContributorsBuy U a Drank (Shawty Snappin’) Lyrics“Buy U A Drank (Shawty Snappin')” is the song that is responsible for associating autotune with T-Pain’s name. The track was the breakout song off his second studio album Epiphany, featuring a short cameo… Read More
(Shawty snap)
Yeah, T-Pain
(Damn, shawty snap)
Shawty, Yung Joc
(Shawty Snappin')
Yeah, yeah, yeah, ayy, ayy, she snappin'
Ooh-ooh-ooh, ooh-ooh-ooh,  ooh-ooh-ooh
Yeah, snap yo' fingers, do yo' step
You can do it all by yourself (Woo!)
Baby girl, what's your name?
Let me talk to you, let me buy you a drank
I'm T-Pain, you know me
Konvict Muzic, Nappy Boy, ooh wee
I know the club close at three
What's the chances of you rollin' with me?
Back to the crib, show you how I live
Let's get drunk, forget what we did
I'ma buy you a drank
And then I'ma take you home with me
I got money in the bank
Shawty, what you think 'bout that?
I'll be in the grey Cadillac
We in the bed like, ooh, ooh, ooh, woah, woah, ooh, ooh
We in the bed like, ooh, ooh, woah, ooh, woah, woah, ooh, ooh, woah
Talk to me, I talk back
Let's talk money, I talk that
Crunk juice bombs, Oakley shades
Shawty got class, oh behave
Let's get gone, walk it out (Now walk it out)
Just like that, that's what I'm talkin' 'bout
We gon' have fun, you gon' see
On that Patrón you should get like me
I'ma buy you a drank, woah, oh-ooh, woah
And then I'ma take you home with me
I got money in the bank
Shawty, what you think 'bout that?
I'll be in the grey Cadillac
We in the bed like, ooh, ooh, ooh, woah, woah, ooh, ooh
We in the bed like, ooh, ooh, woah, ooh, woah, woah, ooh, ooh, woah
Won't you meet me at the bar, respect big pimpin'
Tell me how you feel, mama tell me what you sippin'
A certified dime piece, deserve Louis one three
One fifty a shot, three for you and three for me
I'm checking your body language, I love the conversation
And when you lick your lips I get a tingling sensation
Now were both 'bout tipsy, you say you in the mood
All I need is 'bout a hour, better yet maybe two
Let me take you where I live, Ferrari switch gears
When I whisper in your ear, your legs hit the chandelier
Passion fruit and sex all in the atmosphere
I'ma let T-Pain sing it so he can make it clear
I'ma buy you a drank, woah, oh-ooh, woah
And then I'ma take you home with me
I got money in the bank
Shawty, what you think 'bout that?
I'll be in the grey Cadillac
We in the bed like, ooh, ooh, ooh, woah, woah, ooh, ooh
We in the bed like, ooh, ooh, woah, ooh, woah, woah, ooh, ooh, woah
Let's get gone, walk it out
Now walk it out think about it, oh snap
Now rock, rock, rock, rock
You can do it all by yourself
Let's get gone, walk it out
Now walk it out think about it, oh snap
Now rock, rock, rock, rock
You can do it all by yourself
I'ma buy you a drank
And then I'ma take you home with me
I got money in the bank
Shawty, what you think 'bout that?
I'll be in the grey Cadillac
We in the bed like, ooh, ooh, ooh, woah, woah, ooh, ooh
We in the bed like, ooh, ooh, woah, ooh, woah, woah, ooh, ooh, woah",rnb,T-Pain_Buy_U_a_Drank_37.txt
"265 ContributorsTranslationsTürkçeEspañolРусскийPolskiFrançais日本語ItalianoPortuguêsSvenskaThinkin Bout You Lyrics“Thinkin Bout You” is the second track from Frank Ocean’s 2012 debut studio album channel ORANGE, released as the lead single on April 17, 2012. Ocean originally wrote it for Bridget Kelly, but after his… Read More
A tornado flew around my room before you came
Excuse the mess it made, it usually doesn't rain in
Southern California, much like Arizona
My eyes don't shed tears, but, boy, they pour when
I'm thinkin' 'bout you, ooh, no, no, no
I've been thinkin' 'bout you, you know, know, know
I've been thinkin' 'bout you, do you think about me still?
Do ya, do ya?
Or do you not think so far ahead?
'Cause I been thinkin' 'bout forever, ooh
Or do you not think so far ahead?
'Cause I been thinkin' 'bout forever, ooh
No, I don't like you, I just thought you were cool enough to kick it
Got a beach house I could sell you in Idaho
Since you think I don't love you, I just thought you were cute
That's why I kissed you
Got a fighter jet, I don't get to fly it though
I'm lying down
Thinkin' 'bout you, ooh, no, no, no
I've been thinkin' 'bout you, you know, know, know
I've been thinkin' 'bout you, do you think about me still?
Do ya, do ya?
Or do you not think so far ahead?
'Cause I been thinkin' 'bout forever, ooh
Or do you not think so far ahead?
'Cause I been thinkin' 'bout forever, ooh
Yes, of course, I remember, how could I forget (How could I forget)
How you feel? (How you feel?)
You know you were my first time, a new feel
It won't ever get old, not in my soul, not in my spirit, keep it alive
We'll go down this road 'til it turns from color to black and white
Or do you not think so far ahead?
'Cause I been thinkin' 'bout forever, ooh
Or do you not think so far ahead?
'Cause I been thinkin' 'bout forever, ooh",rnb,Frank_Ocean_Thinkin_Bout_You_17.txt
"56 ContributorsRehab Lyrics
Baby, baby, when we first met
I never felt somethin' so strong
You were like my lover and my best friend
All wrapped into one, with a ribbon on it
And all of a sudden, you went and left
I didn't know how to follow
It's like a shot that spun me around and now my heart left
I feel so empty and hollow
And I'll never give myself to another the way I gave it to you
Don't even recognize the ways you hurt me, do you?
It's gonna take a miracle to bring me back
And you're the one to blame
And now I feel like, oh, you're the reason why I'm thinkin'
I don't wanna smoke on these cigarettes no more
I guess that's what I get for wishful thinkin'
I should've never let you enter my door
Next time you wanna go on and leave
I should just let you go on and do it (Do it)
'Cause now I'm usin' like I bleed
It's like I checked into rehab
And baby, you're my disease
It's like I checked into rehab
And baby, you're my disease
I gotta check into rehab
'Cause baby, you're my disease
I gotta check into rehab
'Cause baby, you're my disease
Damn, ain't it crazy when you're love swept?
You'll do anything for the one you love
'Cause anytime that you needed me, I'd be there
It's like you were my favorite drug
The only problem is that you was usin' me
In a different way that I was using you
But now that I know it's not meant to be
You gotta go, I gotta wean myself off of you
And I'll never give myself to another the way I gave it to you
Don't even recognize the ways you hurt me, do you? (Recognize, oh)
It's gonna take a miracle to bring me back
And you're the one to blame
'Cause now I feel like, oh, you're the reason why I'm thinkin'
I don't wanna smoke on these cigarettes no more
I guess that's what I get for wishful thinkin'
I should've never let you enter my door (Let you enter my door)
Next time you wanna go on and leave
I should just let you go on and do it (Do it)
'Cause now I'm usin' like I bleed (Using like I bleed)
It's like I checked into rehab (Oh)
And baby, you're my disease (You're my disease)
It's like I checked into rehab
And baby, you're my disease
I gotta check into rehab (Oh)
'Cause baby, you're my disease (You're my disease)
I gotta check into rehab
'Cause baby, you're my disease (Uh, uh)
Now ladies, gimme that
Oh, oh, oh, oh, oh-oh, oh, oh, oh-oh
Uh, now gimme that
Oh, oh, oh, oh, oh-oh, oh, oh, oh-oh
My ladies, gimme that
Oh, oh, oh, oh, oh-oh, oh, oh, oh-oh
Uh, now gimme that
Oh, oh, oh, oh, oh-oh, oh, oh, oh-oh
Oh, you're the reason why I'm thinkin'
I don't wanna smoke on these cigarettes no more
I guess that's what I get for wishful thinkin'
I should've never let you enter my door
Next time you wanna go on and leave
I should just let you go on and do it (Do it)
'Cause now I'm usin' like I bleed
It's like I checked into rehab (Oh)
And baby, you're my disease
It's like I checked into rehab
And baby, you're my disease
I gotta check into rehab (Oh)
'Cause baby, you're my disease
I gotta check into rehab
'Cause baby, you're my disease",rnb,Rihanna_Rehab_22.txt
"118 ContributorsTranslationsDeutschGet You Lyrics
Through drought and famine, natural disasters
My baby has been around for me
Kingdoms have fallen, angels be callin'
None of that could ever make me leave, yeah
Every time I look into your eyes, I see it
You're all I need
Every time I get a bit inside, I feel it
Ooh, who would've thought I'd get you?
Ooh, who would've thought I'd get you?
And when we're making love, uh
Your cries, they can be heard from far and wide
It's only the two of us
Everything I need between those thighs
Every time I look into your eyes, I see it
You're all I need
Every time I get a bit inside, I feel it
Ooh, who would've thought I'd get you?
Oh yeah, oh yeah, babe
Ooh, who would've thought I'd get you?
And I'll take some time
Just to be thankful
That I had days full of you, you
Before it winds down into (Got someone you like, feel something that's right)
The memories, it's all just memories (Somebody, just tell somebody)
Now
(If you've got someone you like)
Don't you love when I come around? (Feel something that's right)
(Somebody, just tell somebody) Build you up then I take you down
(If you've got someone you like)
Don't you love when I come around? (Feel something that's right)
(Somebody, just tell somebody) Build you up then I take—
Ooh, who would've thought I'd get you?
Oh yeah, oh yeah, babe
Ooh, who would've thought I'd get you?
This feels like summer
Boy, you make me feel so alive
Just be my lover
Boy, you'll lead me to paradise",rnb,Daniel_Caesar_ft._Kali_Uchis_Get_You_4.txt
"89 ContributorsTranslationsFrançaisBoo’d Up Lyrics
Yeah yeah, yeah yeah
Feelings, so deep in my feelings
No, this ain't really like me
Can't control my anxiety
Feeling, like I'm touching the ceiling
When I'm with you, I can't breathe
Boy, you do something to me
Ooh, no, I'll never get over you until I find something new
That get me high like you do, yeah, yeah
Ooh, no, I'll never get over you until I find something new
That get me high like you do
Listen to my heart go ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go
Ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go
Oh, how many ways can I say that I need you? Baby, it's true
I think I might die without you
Feeling all over my body
You know how I like it
Ain't gotta tell you what to do, yeah, yeah
Ooh, no, I'll never get over you until I find something new
That get me high like you do, yeah, yeah
Ooh, no, I'll never get over you until I find something new
That get me high like you do
Listen to my heart go ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go
Ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go
Head over heels in love
Right in front of you, ain't gotta look no more, baby (Hah)
I wanna build this love
And everything you want, you ain't gotta ask for
You got me boo'd up, boo'd up
Boo'd up, boo'd up
Told you from the jump I'd only choose ya
Ya got me boo'd up, boo'd up
Boo'd up, boo'd up
Grab me by the waist, baby, pull me closer, yeah
Ooh, no, I'll never get over you until I find something new
That get me high like you do, yeah, yeah
Ooh, no, I'll never get over you until I find something new (Yeah, baby)
That get me high like you do
Listen to my heart go ba-do, boo'd up (Ooh, boo'd)
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up (Ba-do, boo'd up)
Biddy-da-do, it just won't stop, it go
Ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go",rnb,Ella_Mai_Boo'd_Up_9.txt
"42 ContributorsTranslationsPortuguêsConfessions Part II Lyrics“Confessions Part II” is a song by R&B singer Usher, produced by Jermaine Dupri and Bryan-Michael Cox for Usher’s fourth album Confessions. Written by Usher, Dupri and Cox, the song is a confession of a man… Read More
Watch this
These are my confessions
Just when I thought I said all I could say
My chick on the side said she got one on the way
These are my confessions
Man, I'm throwed and I don't know what to do
I guess I gotta give part two of my confessions
If I'm gonna tell it, then I gotta tell it all (All)
Damn near cried when I got that phone call
I'm so throwed, I don't know what to do
But to give you part two of my confessions
Now, this gon' be the hardest thing I think I ever had to do
Got me talking to myself, asking how I'm gon' tell you
'Bout that chick on part one I told y'all I was creepin' with, creepin' with
Said she's three months pregnant and she's keepin' it
The first thing that came to mind was you
Second thing was how do I know if it's mine and is it true?
Third thing was me wishing that I never did what I did
How I ain't ready for no kid and bye bye to our relationship
These are my confessions
Just when I thought I said all I could say (Oh, oh)
My chick on the side said she got one on the way (Yeah, yeah)
These are my confessions
Man, I'm throwed and I don't know what to do (No)
I guess I gotta give you part two of my confessions (This is part two, oh, oh)
If I'm gonna tell it, then I gotta tell it all (Tell it all)
Damn near cried when I got that phone call
I'm so throwed, I don't know what to do (I don't know, I don't know)
But to give you part two of my confessions
Sitting here, stuck on stupid, tryin' to figure out
When, what, and how I'ma let this come out of my mouth
Said it ain't gon' be easy
But I need to stop thinkin', contemplatin'
Be a man and get it over with, over with
I'm riding in my whip, racin' to her place
Talking to myself, preparin' to tell her to her face
She open up the door and didn't wanna come near me
I said, ""One second, baby, please hear me""
These are my confessions
Just when I thought I said all I could say (Oh)
My chick on the side said she got one on the way (Chick on the side, oh, I)
These are my confessions
Man, I'm throwed (So gone, so gone) and I don't know what to do
(What to do) I guess I gotta give you part two of my confessions
If I'm gonna tell it, then I gotta tell it all
Damn near cried when I got that phone call (Cried, when I got it)
I'm so throwed, I don't know what to do (Didn't know what to do)
But to give you part two of my confessions (But I need to tell you, baby)
This by far is the hardest thing I think I've ever had to do
To tell you, the woman I love
That I'm havin' a baby by a woman that I barely even know
I hope you can accept the fact that I'm man enough to tell you this
And hopefully you'll give me another chance
This ain't about my career
This ain't about my life
It's about us
Please
These are my confessions
Just when I thought I said all I could say
My chick on the side said she got one on the way
These are my confessions
Man, I'm throwed and I don't know what to do
I guess I gotta give part two of my confessions
If I'm gonna tell it, then I gotta tell it all (All)
Damn near cried when I got that phone call
I'm so throwed, I don't know what to do
But to give part two of my confessions",rnb,Usher_Confessions_Part_II_13.txt
"197 ContributorsTranslationsTürkçeEspañolPortuguês日本語ItalianoDeutsch한국어FrançaisGood Days Lyrics
Good day in my mind, safe to take a step out
Get some air now, let yo' edge out
Too soon, I spoke
You be heavy in my mind, can you get the heck out?
I need rest now, got me bummed out
You so, you so, you
Baby, baby, babe
I've been on my empty mind shit
I try to keep from losin' the rest of me
I worry that I wasted the best of me on you, babe
You don't care
Said, ""Not tryna be a nuisance, this is urgent""
Tryna make sense of loose change
Got me a war in my mind
Gotta let go of weight, can't keep what's holdin' me
Choose to watch while the world break up in front of me
All the while, I'll await my armored fate with a smile
Still wanna try, still believe in
Good days, good days, always
Always inside (Always in my mind, always in my mind, mind)
Good day living in my mind
Tell me I'm not my fears, my limitations
I disappear if you let me
Feelin' like, yeah (On your own)
Feelin' like Jericho
Feelin' like Job when he lost his shit
Gotta hold my own, my cross to bear alone, I
Ooh, played and dipped, way to kill the mood
Know you like that shit
Can't groove it, ba-baby
Heavy on my empty mind shit
I gotta keep from losin' the rest of me (Rest of me)
Still worry that I wasted the best of me on you, babe
You don't care
Said, ""Not tryna be a nuisance, this is urgent"" (It's urgent)
Tryna make sense of loose change
Got me a war in my mind (My mind)
Gotta let go of weight, can't keep what's holdin' me
Choose to watch while the world break up in front of me
All the while, I'll await my armored fate with a smile
Still wanna try, still believe in
Good days, good days, always (Good days on my mind, good days on my mind)
Sunny inside (Always in my mind, always in my mind, mind)
Good day living in my mind
Gotta get right
Tryna free my mind before the end of the world
I don't miss no ex, I don't miss no text
I choose not to respond
I don't regret, just pretend shit never happened
Half of us layin' waste to our youth, it's in the present
(Na-na, na-na, na-na, na)
Half of us chasin' fountains of youth and it's in the present now
Always in my mind, always in my mind, mind
You've been making me feel like I'm
Always in my mind, always in my mind, mind",rnb,SZA_Good_Days_0.txt
"55 ContributorsTranslationsEspañolPortuguêsWhile We’re Young Lyrics“While We’re Young” is Jhené Aiko’s first record as the lead artist since “Maniac”, released in November 2016. The song is the first single from her 2017 Trip album. Accompanied by soft instrumentals and… Read More
Baby, while we're young
I think we should do something crazy
Like say, ""Fuck everyone""
And just run away from the daily routine
Yeah, you know what I mean
I'm tellin' everybody you're mine and I like it
And I really hope you don't mind, I can't fight it
No, you know I cannot hide it 'cause I am so excited
That I finally decided on you
'Cause it's been another perfect day with ya
Wanna lay with ya
Spend the night with ya
Then spend my life with ya, alright
Alright, alright
Yeah, you heard me right
I'll go everywhere you go
(I'll go everywhere you go)
You know I'll go, I'll go
Everywhere you go
(I'll go everywhere you go)
You know I'll go, I'll go
Everywhere you go
(I'll go everywhere you go
You know I'll go, I'll go)
Everywhere you go
(I'll go everywhere you go
You know I'll go, I'll go)
Uh
Baby, while we're young we should just have fun
We should just do whatever we want
And tell everyone that we fell in love with each other
Ooh, that we found the one in one another
I'm tellin' everybody you're mine and I like it (I like it)
And I really hope you don't mind, I can't fight it (Don't fight it)
No, you know I cannot hide it 'cause I am so excited
That I finally decided on you (Oh yeah)
'Cause it's been another perfect day with ya (Perfect day)
Wanna lay with ya (I wanna lay)
Spend the night with ya
Spend my life with you, alright
You know I'm down to ride
(You know I am down to ride
You know I am down to ride)
I'm giving you my heart, please don't break it
Take it and lock it up and put me in your pocket, love
Alright, right by your side
I'll go everywhere you go
(I'll go everywhere you go)
You know I'll go, I'll go
Everywhere you go
(I'll go everywhere you go)
You know I'll go, I'll go
Everywhere you go
(I'll go everywhere you go)
You know I'll go, you know I'll go
You know I'll go
(I'll go everywhere you go
You know I'll go, I'll go)
Baby, while we're young
We should rush and do something dumb
We should, we should, we should
We should just say ""Fuck everyone""
And walk hand in hand to the sun",rnb,Jhené_Aiko_While_We're_Young_3.txt
"32 ContributorsCrush Lyrics
You call me on a lazy afternoon
Asking me what I'm up to
Let's find something to do
Baby, I'd be down, down, down
Down, down, down, down, down, down
You know I'd be down, down, down
Down, down, down, down, down, down
I see you arriving in your car, hey
Jet black Mercedes, built in the 70s
Classic like you and me
I'll be coming down, down, down
Down, down, down, down, down, down
I'll be coming down, down, down
Down, down, down, down, down, down
I feel a little rush
I think I've got a little crush on you
I hope it's not too much
But boy, when I'm with you, I hear it
My heart singing
La, la, la, la, la, la, la, la-la
La, la, la, la, la, la, la, la-la
Honestly, I shouldn't waste time no more, yeah, yeah
'Cause all these little boys you're chasing
Did they break your heart?
I know you've been down, down, down
Down, down, down, down, down, down
I won't let you down, down, down
Down, down, down, down, down, down
I feel a little rush
I think I've got a little crush on you
I hope it's not too much
But girl, when I'm with you, I hear it
My heart singing
La, la, la, la, la, la, la, la-la (Yeah)
La, la, la, la, la, la, la, la-la
If you feel the same
I see it in the way that you behave around me
And I can tell
What we have is different from anyone else
'Cause you stop doing what you're doing
When I call, you come to me running
And I would do the same for you
So tell me that you feel it too
I feel a little rush (I fell a little rush)
I think I've got a little crush on you (A little crush on you)
I hope it's not too much
But boy, when I'm with you, I hear it
My heart singing
La, la, la, la, la, la, la, la-la (Ooh, yeah, baby)
My heart singing
La, la, la, la, la, la, la, la-la
I think I've got a crush, babe
Crush on you too
Feel a little rush, baby
And I feel it too
I think I've got a crush, babe
Crush on you too
Feel a little rush, baby
Oh, baby",rnb,Yuna_ft._Usher_Crush_24.txt
"54 ContributorsGonna Love Me LyricsOn “Gonna Love Me”, track 2 on K.T.S.E., Teyana sings over a soulful Delfonics sample about getting through the troubles in a relationship, and finding love in the struggle.
And oh, you're gonna love me
You're gonna wanna hug me and squeeze me
Sometimes we say things that we really don't mean
We do things in between the lines
We should do more to stand out
I'm sorry if I made you feel less than who you are
A little insecure, oh, you's a shining star
I wanna spend my nights with you
My life with you, oh baby, babe
Please wait up for me 'til whenever I get home
I know that you're all alone
Thinking 'bout what you're gon' do
I hope that you see it through, ooh, ooh
And oh, you're gonna love me
You're gonna wanna hug me and squeeze me
Sometimes I don't think we really say enough
Why is it so hard to keep in touch?
When we're laying right next to each other, baby
We shouldn't read into things so much
Overthinking, understanding
Don't let a feeling change it up
I wanna spend my nights with you
My life with you, oh baby, babe
Please wait up for me 'til whenever I get home
I know that I'm all alone
Thinking 'bout what I'm gon' do
I hope that I see it through, ooh, ooh, yeah
And oh, you're gonna love me
You're gonna wanna hug me and squeeze me
And oh, you're gonna love me
You're gonna wanna hug me and squeeze me
And are you gonna love me? Yeah
And are you gonna hold me and squeeze me?
Are you gonna love and squeeze me?
And oh, you're gonna love me
You're gonna wanna hug me
Are you gonna hold me?
And squeeze me, squeeze me
And oh, you're gonna love me
You're gonna wanna hug me
You're gonna wanna hold me
And squeeze me, and squeeze me",rnb,Teyana_Taylor_Gonna_Love_Me_39.txt
"56 ContributorsTranslationsEspañolPrototype Lyrics“Prototype” was André 3000’s single released with Big Boi’s “GhettoMuzick” as the final singles from OutKast’s double album Speakerboxxx/The Love Below. This funk guitar ballad has been covered by multiple… Read More
I hope that you're the one
If not, you are the prototype
We'll tiptoe to the sun
And do things I know you like
I think I'm in love again
I think I'm in love again
(Today) Today must be my lucky day
Baby, you are the prototype
Do something out of the ordinary
Like catch a matinée
Baby, you are the prototype
(I think I'm) I think I'm in love again
I think I'm in love again
If we happen to part
Lord knows I don't want that, but hey
We can't be mad at God
We met today for a reason
I think I'm on the right track now
I think I'm in love again
I think I'm in love again
(Let's go) Let's go to the movies, yeah
And, action!
Come here
Nah, come here
Uh-uh, I said, come here
Come here
I think I'm in love again (Girl, right now)
I think I'm in love again (I wanna say)
I wanna say, Stank you (Stank you) very much
For picking me up and bringing me back to this world
I think I'm in love again (I can't, I'm not)
I can't afford to not record
I think I'm in love again (I think I wanna say)
I think I wanna say Stank you, Stank you smelly much
I think I'm in love again
For pickin' me up, pickin' me up out to this world (Stank you)
Hey, hey John (Very much)
Are we recording our ad libs?
I think I'm in love again
Really? Were we recording just then?
Let me hear that, that first one when I first- (Stank you very much)
I think I'm in love again (Stank you very much)
I think I'm in love again",rnb,Outkast_Prototype_41.txt
"31 ContributorsTranslationsDeutschHrs & Hrs LyricsDescribing various forms of intimate quality time between two partners, “Hrs & Hrs” is Priscilla Renea’s first hit record under her Muni Long moniker.
Developed as a freestyle and initially recorded as a… Read More
Uh, oh, ooh, mmm (Yeah)
I don't usually do this but, um (Tiller, oh my God, hm-hm)
Can I sing to you?
Yeah (Yeah)
Yours, mine, ours
I could do this for hours
Sit and talk to you for hours
I wanna give you your flowers
And some champagne showers
Order shrimp and lobster towers
But it's me that gets devoured
Ooh, when you do what you do, I'm empowered
You give me a superpower
Together the world could be ours
You sit me up on the counter
Instantly, it's thunder showers
Stormin' for a couple hours
When we finished, take a shower
I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
I could do this for hours
And hours, hours, I
Usually don't like nobody
And when I say nobody
I mеan nobody
All these niggas full of shit
You're just thе homie once they hit
Felt like givin' up on love
These niggas almost made me quit
Then I met you
When I met you
I knew this was it
I've never been in love like this
A love like ours
I pray for it on my knees
Every night for some hours
And hours and hours
And hours and hours
And hours
I could do this for hours
And hours and hours
I could do this for hours
And hours and hours
What's yours is mine
And ours
And yours, mine and ours
I could sit and talk to you for hours
Sit and look at you for hours
Makin' love to you for hours
Layin' on your chest for hours
Tellin' you jokes for hours
Holdin' you close for hours
And hours and hours
Oh, oh, oh (Yee-hee)
Oh, oh, oh (Yee-hee)
Woah, oh, oh (Yee-hee)
Ah, I
Hours and hours (Yee-hee)
Hours and hours (Yee-hee, yee-hee)
Oh, oh
Hours and hours
Hours and hours
Woah, oh, mm
Yeah",rnb,Muni_Long_Hrs_and_Hrs_42.txt
"138 ContributorsTranslationsTürkçeEspañolPortuguêsفارسیPolskiDeutschEarned It Lyrics
I'ma care for you
I'ma care for you, you, you, you
You make it look like it's magic (Oh, yeah)
'Cause I see nobody, nobody but you, you, you
I'm never confused
Hey, hey
And I'm so used to bein' used
So I love when you call unexpected
'Cause I hate when the moment's expected
So I'ma care for you, you, you
I'ma care for you, you, you, you, yeah
'Cause girl, you're perfect
You're always worth it
And you deserve it
The way you work it
'Cause girl, you earned it, yeah
Girl, you earned it, yeah
You know our love would be tragic (Oh, yeah)
So you don't pay it, don't pay it no mind, mind, mind
We live with no lies
Hey, hey
You're my favorite kind of night
So I love when you call unexpected
'Cause I hate when the moment's expected
So I'ma care for you, you, you
I'ma care for you, you, you, you, yeah
'Cause girl, you're perfect (Girl, you're perfect)
You're always worth it (Always worth it)
And you deserve it (And you deserve it)
The way you work it (The way you work it)
'Cause girl, you earned it, yeah (Earned it)
Girl, you earned it, yeah
On that lonely night (Lonely night)
We said it wouldn't be love
But we felt the rush (Fell in love)
It made us believe it was only us (Only us)
Convinced we were broken inside, yeah, inside, yeah
'Cause girl, you're perfect (Girl, you're perfect)
You're always worth it (You're always worth it)
And you deserve it (And you deserve it)
The way you work it (The way you work it)
'Cause girl, you earned it, yeah (You earned it)
Girl, you earned it, yeah (You earned it)
Na-na-na-na-na
Oh-oh-oh
Yeah, yeah
'Cause girl, you're perfect
The way you work it
You deserve it
Girl, you deserve it
Girl, you earned it, yeah, yeah",rnb,The_Weeknd_Earned_It_7.txt
"20 ContributorsI Wanna Know Lyrics
Yeah
Oh-oh, yeah
Alright, oh, oh, oh
It's amazing how you knock me off my feet, mm
Every time you come around me, I get weak, oh yeah
Nobody ever made me feel this way, oh
You kiss my lips and then you take my breath away
So, I wanna know
I wanna know what turns you on (Yeah, I'd like to know)
So I can be all that and more (I'd like to know, yeah)
I'd like to know what makes you cry (So)
So I can be the one who always makes you smile
Girl, he never understood what you were worth (Hmm, no)
And he never took the time to make it work, no
(You deserve more lovin', girl, oh)
Baby, I'm the kind of man who shows concern, yes I do, oh
Anyway that I can please you, let me learn
So, I wanna know
I wanna know what turns you on (I wanna know)
So I can be all that and more (I'd like to know)
I'd like to know what makes you cry (So)
So I can be the one who always makes you smile (Make you smile, babe)
Tell me what I gotta do to please you
Baby, anything you say, I'll do (I'll do)
'Cause I only wanna make you happy (Happy)
From the bottom of my heart, it's true (It's true)
Tell me what I gotta do to please you (Please you)
Baby, anything you say I'll do (I'll do, girl)
'Cause I only wanna make you happy
From the bottom of my heart, it's true (Oh, it's true)
I wish that I could take a journey through your mind, ah, alright
And find emotions that you always try to hide, babe, ah, oh
I do believe that there's a love you wanna share, oh, oh-oh
I'll take good care of you, lady, have no fear, uh, oh
So I wanna know
I wanna know what turns you on (I wanna know)
So I can be all that and more (And I'd like to know)
I'd like to know what makes you cry (Oh-oh, yeah)
So I can be the one who always makes you smile
(Ooh, tell me, tell me)
Tell me what I gotta do to please you
Baby, anything you say, I'll do
'Cause I only wanna make you happy
From the bottom of my heart, it's true
Tell me what I gotta do to please you
Baby, anything you say, I'll do
'Cause I only wanna make you happy
From the bottom of my heart, it's true (Yeah, yeah)
I wanna know what turns you on (I'd like to know, I'd like to know, yeah)
So I can be all that and more (I wanna know)
I'd like to know what makes you cry (So, oh yeah)
So I can be the one who always makes you smile (I'd like to know, I wanna know)
I wanna know what turns you on (Tell me, girl)
So I can be all that and more",rnb,Joe_I_Wanna_Know_12.txt
